dog_breeds__|,Affenpinscher,Afghan Hound,Airedale Terrier,Akita,Alaskan Klee Kai,Alaskan Malamute,American Bulldog,American English Coonhound,American Eskimo Dog,American Foxhound,American Pit Bull Terrier,American Staffordshire Terrier,American Water Spaniel,Anatolian Shepherd Dog,Appenzeller Sennenhunde,Australian Cattle Dog,Australian Kelpie,Australian Shepherd,Australian Terrier,Azawakh,Barbet,Basenji,Basset Hound,Beagle,Bearded Collie,Bedlington Terrier,Belgian Malinois,Belgian Sheepdog,Belgian Tervuren,Berger Picard,Bernedoodle,Bernese Mountain Dog,Bichon Frise,Black Mouth Cur,Black Russian Terrier,Black and Tan Coonhound,Bloodhound,Blue Lacy,Bluetick Coonhound,Boerboel,Bolognese,Border Collie,Border Terrier,Borzoi,Boston Terrier,Bouvier des Flandres,Boxer,Boykin Spaniel,Bracco Italiano,Briard,Brittany,Brussels Griffon,Bull Terrier,Bulldog,Bullmastiff,Cairn Terrier,Canaan Dog,Cane Corso,Cardigan Welsh Corgi,Catahoula Leopard Dog,Caucasian Shepherd Dog,Cavalier King Charles Spaniel,Cesky Terrier,Chesapeake Bay Retriever,Chihuahua,Chinese Crested,Chinese Shar-Pei,Chinook,Chow Chow,Clumber Spaniel,Cockapoo,Cocker Spaniel,Collie,Coton de Tulear,Curly-Coated Retriever,Dachshund,Dalmatian,Dandie Dinmont Terrier,Doberman Pinscher,Dogo Argentino,Dogue de Bordeaux,Dutch Shepherd,English Cocker Spaniel,English Foxhound,English Setter,English Springer Spaniel,English Toy Spaniel,Entlebucher Mountain Dog,Field Spaniel,Finnish Lapphund,Finnish Spitz,Flat-Coated Retriever,Fox Terrier,French Bulldog,German Pinscher,German Shepherd Dog,German Shorthaired Pointer,German Wirehaired Pointer,Giant Schnauzer,Glen of Imaal Terrier,Goldador,Golden Retriever,Goldendoodle,Gordon Setter,Great Dane,Great Pyrenees,Greater Swiss Mountain Dog,Greyhound,Harrier,Havanese,Ibizan Hound,Icelandic Sheepdog,Irish Red and White Setter,Irish Setter,Irish Terrier,Irish Water Spaniel,Irish Wolfhound,Italian Greyhound,Jack Russell Terrier,Japanese Chin,Japanese Spitz,Karelian Bear Dog,Keeshond,Kerry Blue Terrier,Komondor,Kooikerhondje,Korean Jindo Dog,Kuvasz,Labradoodle,Labrador Retriever,Lagotto Romagnolo,Lakeland Terrier,Lancashire Heeler,Leonberger,Lhasa Apso,Lowchen,Maltese,Maltese Shih Tzu,Maltipoo,Manchester Terrier,Mastiff,Miniature Pinscher,Miniature Schnauzer,Mudi,Mutt,Neapolitan Mastiff,Newfoundland,Norfolk Terrier,Norwegian Buhund,Norwegian Elkhound,Norwegian Lundehund,Norwich Terrier,Nova Scotia Duck Tolling Retriever,Old English Sheepdog,Otterhound,Papillon,Peekapoo,Pekingese,Pembroke Welsh Corgi,Petit Basset Griffon Vendeen,Pharaoh Hound,Plott,Pocket Beagle,Pointer,Polish Lowland Sheepdog,Pomeranian,Pomsky,Poodle,Portuguese Water Dog,Pug,Puggle,Puli,Pyrenean Shepherd,Rat Terrier,Redbone Coonhound,Rhodesian Ridgeback,Rottweiler,Saint Bernard,Saluki,Samoyed,Schipperke,Schnoodle,Scottish Deerhound,Scottish Terrier,Sealyham Terrier,Shetland Sheepdog,Shiba Inu,Shih Tzu,Siberian Husky,Silken Windhound,Silky Terrier,Skye Terrier,Sloughi,Small Munsterlander Pointer,Soft Coated Wheaten Terrier,Stabyhoun,Staffordshire Bull Terrier,Standard Schnauzer,Sussex Spaniel,Swedish Vallhund,Tibetan Mastiff,Tibetan Spaniel,Tibetan Terrier,Toy Fox Terrier,Treeing Tennessee Brindle,Treeing Walker Coonhound,Vizsla,Weimaraner,Welsh Springer Spaniel,Welsh Terrier,West Highland White Terrier,Whippet,Wirehaired Pointing Griffon,Xoloitzcuintli,Yorkipoo,Yorkshire Terrier,total,
dog_breeds__|__ All Around Friendliness,3,4,4,2,3,4,3,5,5,5,4,4,4,2,4,4,3,4,3,3,4,5,5,5,5,5,4,5,3,4,4,5,5,4,4,5,5,3,4,3,5,4,4,4,5,4,4,4,4,4,5,3,5,4,4,5,3,3,4,3,3,5,3,3,4,4,2,5,1,4,5,4,5,5,4,3,4,4,3,3,3,4,5,4,5,5,4,4,5,5,5,5,4,4,3,4,4,3,3,4,5,5,5,3,5,4,5,5,5,5,5,3,4,5,4,5,5,5,5,3,4,3,5,4,3,2,,2,5,5,3,4,3,4,3,5,4,3,4,3,4,3,4,3,3,3,5,5,4,4,5,5,5,4,5,4,4,3,4,5,5,4,5,5,4,3,3,5,5,4,5,4,4,4,4,4,4,5,4,5,3,4,4,4,4,5,3,5,5,4,3,4,4,5,5,4,4,3,5,4,4,4,4,4,4,4,5,4,4,5,4,5,5,,4,3,871,0.095
dog_breeds__|__ Exercise Needs,4,4,5,4,4,5,4,5,4,5,5,4,4,3,4,5,4,5,5,3,4,3,2,5,4,4,5,5,4,5,4,4,4,4,5,5,4,5,5,4,3,5,5,2,5,4,5,5,4,4,5,4,5,3,4,5,4,4,3,4,3,4,3,5,3,2,2,3,2,3,4,3,3,3,4,3,5,3,4,4,3,4,4,5,4,5,3,5,5,5,5,5,5,4,5,5,5,5,4,4,5,4,4,4,5,5,4,4,5,3,5,4,5,5,5,4,3,4,5,2,3,4,4,4,3,5,,4,5,5,4,4,4,4,4,4,3,3,3,4,4,4,4,4,3,3,3,4,5,4,5,5,5,4,5,4,3,2,4,5,3,4,4,5,4,3,3,4,5,4,3,5,5,5,5,5,4,3,4,4,5,4,5,4,4,4,3,3,5,4,4,4,4,5,4,4,4,5,2,5,3,4,5,5,4,4,5,5,5,5,4,4,4,,4,5,879,0.096
dog_breeds__|__ Trainability,3,3,5,4,4,4,3,5,4,4,4,4,4,3,4,4,5,5,4,3,3,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,5,4,3,4,4,4,4,3,3,3,4,3,4,4,3,4,2,3,4,3,4,3,3,3,3,3,3,3,3,3,3,2,4,3,4,3,3,4,4,3,3,3,3,3,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,5,4,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,5,3,4,3,4,4,3,3,4,3,4,4,3,,2,3,4,3,3,3,3,3,4,3,4,4,3,2,3,4,4,3,2,4,3,3,4,3,4,4,3,4,3,3,4,3,4,4,4,4,5,3,3,4,4,4,2,3,4,3,3,4,3,4,2,4,4,3,3,3,3,3,3,4,3,4,4,4,4,3,4,3,4,3,4,3,3,3,4,3,4,3,4,4,4,4,4,4,4,4,,4,3,762,0.083
dog_breeds__|__Adapts Well to Apartment Living,5,5,1,2,3,1,1,1,5,1,3,2,2,1,1,2,2,1,5,5,3,5,5,4,3,4,1,3,3,3,3,1,5,1,3,1,1,1,2,1,5,2,4,5,5,3,4,1,1,3,1,5,4,5,3,5,4,1,4,1,2,5,5,1,5,5,4,4,3,5,4,5,3,5,1,5,2,4,3,1,5,3,5,1,1,1,4,1,1,4,3,1,3,5,3,3,1,2,1,4,2,2,1,2,1,1,1,4,1,5,5,1,1,1,3,3,1,5,3,5,4,2,4,3,2,4,,1,3,1,2,4,2,1,5,5,5,5,5,5,2,5,4,2,3,2,1,4,3,4,1,5,5,5,1,5,5,5,4,4,4,1,4,1,4,4,5,5,4,5,4,4,5,5,4,1,2,3,1,2,4,3,1,4,4,2,5,5,2,4,5,4,4,1,5,2,3,4,5,3,1,5,5,5,1,1,1,1,4,3,4,5,1,,5,5,658,0.072
dog_breeds__|__Affectionate with Family,5,5,4,5,4,4,5,5,5,4,5,4,5,3,5,5,4,5,4,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,5,4,5,5,5,4,4,5,5,5,5,4,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,4,2,5,2,5,5,5,5,5,5,4,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,3,4,4,5,4,5,3,,5,5,5,3,5,4,5,4,5,5,4,5,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,5,5,4,5,5,5,5,5,5,4,4,5,5,4,5,4,5,5,5,4,4,5,5,5,5,5,4,5,5,5,5,5,5,4,4,5,5,5,4,5,5,5,,5,4,1006,0.110
dog_breeds__|__Easy To Groom,3,1,2,1,4,1,4,5,3,5,5,4,3,4,5,4,4,1,5,5,1,5,5,4,2,1,5,3,3,5,3,3,1,5,2,4,1,5,5,4,1,3,2,4,5,2,5,1,5,1,3,3,5,5,5,5,5,5,3,5,2,4,4,5,5,2,5,2,1,1,3,1,2,2,3,3,5,2,5,4,5,3,3,5,3,2,4,5,4,4,2,4,2,5,5,5,5,4,2,5,4,2,4,2,5,4,5,5,5,1,5,1,3,3,2,3,3,5,3,3,4,4,3,2,2,2,,4,4,5,1,2,4,4,1,3,2,2,3,5,3,5,2,4,3,3,2,4,2,3,4,2,5,1,2,3,2,1,4,2,4,5,5,5,1,2,2,1,2,5,5,1,3,5,5,5,5,2,4,1,5,4,2,2,1,2,4,1,2,4,4,3,5,3,3,3,5,2,4,5,4,4,1,5,5,5,5,5,4,2,3,5,3,,4,1,717,0.078
dog_breeds__|__Energy Level,4,5,5,4,4,5,4,5,5,5,4,3,5,3,4,5,5,5,5,3,5,5,2,4,4,4,5,5,5,5,4,4,5,4,4,5,5,5,5,3,3,5,4,2,4,4,5,5,4,4,5,5,4,2,2,5,4,4,3,4,2,3,2,5,3,2,2,3,2,3,3,4,3,3,5,3,5,3,3,4,2,4,5,5,4,5,3,5,5,5,5,5,5,3,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,3,5,4,5,5,5,5,2,4,5,2,3,4,4,4,2,4,,4,5,5,4,5,4,4,4,4,3,3,3,4,3,4,5,4,3,3,3,4,4,5,4,5,5,4,5,4,3,2,4,5,2,4,4,5,4,3,4,4,5,3,3,5,4,5,4,4,4,3,5,5,5,4,5,4,4,4,4,2,5,4,4,3,5,4,4,3,3,5,2,5,4,3,5,5,4,4,5,5,5,5,4,5,5,,5,5,876,0.095
dog_breeds__|__Intelligence,4,4,5,3,4,4,3,4,4,3,4,4,3,4,4,5,5,5,4,3,4,4,4,4,4,5,5,5,5,4,5,4,4,4,4,5,4,5,4,4,4,5,5,4,4,4,4,4,4,4,5,4,4,2,3,5,4,5,5,3,4,4,3,4,4,3,2,5,1,3,4,4,4,4,5,4,4,3,5,3,3,4,5,3,5,5,3,4,5,5,4,5,5,3,5,5,5,5,4,4,5,5,5,5,3,4,3,5,4,4,4,4,4,5,4,4,4,3,5,3,4,4,4,4,4,4,,4,4,5,4,4,4,3,4,4,4,3,4,4,2,3,4,4,4,3,4,4,3,4,5,4,5,4,4,4,4,4,5,4,4,3,4,5,4,4,4,5,5,2,3,4,4,4,4,4,5,4,4,3,4,5,3,4,4,5,4,4,3,4,4,4,4,5,4,5,3,5,5,5,5,4,4,4,4,4,4,5,5,5,4,4,5,,4,3,871,0.095
dog_breeds__|__Sensitivity Level,3,5,3,5,4,4,4,5,4,2,4,3,5,4,3,4,4,5,2,3,3,3,4,4,4,3,5,5,5,5,4,4,5,4,4,3,4,4,5,3,5,5,3,5,5,4,4,4,4,4,5,5,5,4,4,3,4,3,4,2,2,5,4,3,5,5,2,5,2,4,4,5,5,5,3,4,4,3,5,3,4,3,5,3,4,4,4,4,4,4,3,5,3,3,4,5,4,4,4,3,3,5,4,4,5,4,4,5,2,4,4,3,4,4,3,4,3,5,3,3,3,4,5,3,4,4,,5,3,5,3,3,3,4,5,3,4,3,5,3,3,5,4,4,3,4,4,4,3,4,3,4,3,4,2,3,4,2,4,3,5,4,4,3,4,4,4,4,4,3,3,4,4,4,5,4,4,4,5,4,4,4,3,4,4,5,3,3,4,4,3,3,4,3,4,4,4,4,5,3,5,5,4,4,3,5,5,5,5,3,4,5,4,,4,5,833,0.091
dog_breeds__|__Size,1,4,3,4,2,4,4,3,2,3,3,3,3,5,3,3,3,3,1,3,3,2,2,2,3,3,4,4,4,4,3,5,2,4,5,3,4,3,3,5,1,3,2,5,2,4,3,3,4,4,3,1,2,2,5,1,3,4,2,4,5,2,2,3,1,2,3,4,4,3,2,2,3,1,3,1,3,1,4,4,4,3,2,3,3,3,2,3,2,3,3,3,2,2,3,4,3,4,4,1,4,3,4,3,5,5,5,4,3,2,3,3,3,4,3,3,5,2,2,1,2,3,3,3,4,3,,5,4,4,2,2,1,5,1,1,1,1,2,2,5,1,2,2,3,5,5,1,3,3,3,1,3,4,4,1,1,1,2,2,3,3,2,3,3,1,2,4,3,2,2,3,2,1,3,4,3,5,4,3,1,4,5,2,2,1,2,1,3,3,1,2,4,3,3,3,2,3,2,3,5,1,2,1,3,4,3,4,3,2,2,3,3,,1,1,608,0.066
